产品ID,标题,参考价,京东价,京东链接,产品图片,产品参数,京东店铺,评论数,爬取时间
100145512964,Intel 酷睿 Ultra 5 245K,2499.0,1999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145512964.html,https://2c.zol-img.com.cn/product/270_320x240/956/ce9DTWcmdK6Y.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 5 200系列
最高睿频：5.2GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1851
核心数量：14核心
线程数：14线程",英特尔京东自营旗舰店,20万+,2025-04-15 20:23:22
1744719813,Intel 酷睿 i9 12900KF,4230.0,,,https://2b.zol-img.com.cn/product/222_320x240/745/cexbSHCTxhxlk.jpg,"适用类型：台式机
CPU系列：酷睿i9 12代系列
CPU主频：3.1GHz
最高睿频：5.2GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,,2025-04-15 20:23:33
1744719817,Intel 酷睿i5 9500,1849.0,,,https://2a.zol-img.com.cn/product/221_320x240/32/ceWnVA9sOqh2o.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：3GHz
最高睿频：4.4GHz
三级缓存：9MB
封装大小：37.5×37.5mm
核心数量：六核心
线程数：六线程",,,2025-04-15 20:23:37
1744719831,Intel 赛扬 G5905,290.0,,,https://2a.zol-img.com.cn/product/222_320x240/768/ceQierYz5cwj6.jpg,"适用类型：台式机
CPU系列：赛扬 G系列
CPU主频：3.5GHz
动态加速频率：暂无数据
三级缓存：4MB
插槽类型：LGA 1200
核心数量：双核心
线程数：双线程",,,2025-04-15 20:23:51
1744719845,Intel 酷睿i7 10700K,2699.0,,,https://2c.zol-img.com.cn/product/221_320x240/414/ce6NW5fphsdTY.jpg,"适用类型：台式机
CPU系列：酷睿i7 10代系列
CPU主频：3.8GHz
最高睿频：5.1GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-15 20:24:05
100101957426,Intel 酷睿 i9 14900KS,6299.0,5499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100101957426.html,https://2f.zol-img.com.cn/product/264_320x240/749/ceuNTDIw8dfVc.png,"适用类型：台式机
CPU系列：酷睿i9 14代系列
最高睿频：6.2GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1700
核心数量：24核心
线程数：32线程",英特尔京东自营旗舰店,500+,2025-04-15 20:24:12
10066416959272,Intel 酷睿 i9 13900KF,5200.0,2788.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10066416959272.html,https://2b.zol-img.com.cn/product/222_320x240/7/ce368TAKNZjA.jpg,"适用类型：台式机
CPU系列：酷睿i9 13代系列
CPU主频：3GHz
最高睿频：5.8GHz
三级缓存：36MB
插槽类型：LGA 1700
核心数量：二十四核心
线程数：三十二线程",,2,2025-04-15 20:24:54
1744719935,Intel 奔腾金牌 G5420,509.0,,,https://2a.zol-img.com.cn/product/223_320x240/792/ce2OKGzsyL0Hk.jpg,"适用类型：台式机
CPU系列：奔腾双核
CPU主频：3.8GHz
动态加速频率：暂无数据
三级缓存：4MB
封装大小：37.5×37.5mm
核心数量：双核心
线程数：四线程",,,2025-04-15 20:25:35
1744719939,Intel 酷睿i7 9700KF,2169.0,,,https://2d.zol-img.com.cn/product/221_320x240/385/ceiG6AXzWYeb6.jpg,"适用类型：台式机
CPU系列：酷睿i7 9代系列
CPU主频：3.6GHz
最高睿频：4.9GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：八核心
线程数：八线程",,,2025-04-15 20:25:39
100086706802,Intel 酷睿 i3 14100F,699.0,699.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100086706802.html,https://2a.zol-img.com.cn/product/270_320x240/696/ceM6x6X4a1Q.jpg,"适用类型：台式机
CPU系列：酷睿i3 14代系列
CPU主频：3.5GHz
最高睿频：4.7GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：4核心
线程数：8线程",英特尔京东自营旗舰店,20万+,2025-04-15 20:26:13
1744719993,Intel 奔腾金牌 G6400,499.0,,,https://2a.zol-img.com.cn/product/223_320x240/786/ce5RHJz6DQ4xU.jpg,"适用类型：台式机
CPU系列：奔腾双核
CPU主频：4GHz
动态加速频率：暂无数据
三级缓存：4MB
插槽类型：LGA 1200
核心数量：双核心
线程数：四线程",,,2025-04-15 20:26:33
1744720008,Intel 酷睿 i9 12900,3880.0,,,https://2d.zol-img.com.cn/product/222_320x240/645/ceazVdyUAJlc.jpg,"适用类型：台式机
CPU系列：酷睿i9 12代系列
CPU主频：2.4GHz
最高睿频：5.1GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,,2025-04-15 20:26:48
1744720012,Intel 酷睿i5 11600KF,1699.0,,,https://2c.zol-img.com.cn/product/222_320x240/378/ceo5IfakBcjPs.jpg,"适用类型：台式机
CPU系列：酷睿i5 11代系列
CPU主频：3.9GHz
最高睿频：4.9GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",,,2025-04-15 20:26:52
1744720025,Intel 酷睿i7 11700K,2430.0,,,https://2d.zol-img.com.cn/product/220_320x240/443/ce52yIx5vifc.jpg,"适用类型：台式机
CPU系列：酷睿i7 11代系列
CPU主频：3.6GHz
最高睿频：5GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-15 20:27:05
1744720059,Intel 酷睿i5 9600K,1649.0,,,https://2f.zol-img.com.cn/product/221_320x240/31/ceNs9xXmtQGIU.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：3.7GHz
最高睿频：4.6GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,,2025-04-15 20:27:39
100120799081,Intel 酷睿 Ultra 5 245KF,2299.0,1999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100120799081.html,https://2c.zol-img.com.cn/product/270_320x240/956/ce9DTWcmdK6Y.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 5 200系列
最高睿频：5.2GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1851
核心数量：14核心
线程数：14线程",英特尔京东自营旗舰店,20万+,2025-04-15 20:27:53
1744720084,Intel 酷睿 i9 13900,4899.0,,,https://2a.zol-img.com.cn/product/222_320x240/12/cepiCNODl0ycU.jpg,"适用类型：台式机
CPU系列：酷睿i9 13代系列
CPU主频：2GHz
最高睿频：5.6GHz
三级缓存：36MB
插槽类型：LGA 1700
核心数量：二十四核心
线程数：三十二线程",,,2025-04-15 20:28:04
1744720098,Intel 酷睿i7 11700F,2349.0,,,https://2f.zol-img.com.cn/product/221_320x240/157/ceCm3DfDob0EE.jpg,"适用类型：台式机
CPU系列：酷睿i7 11代系列
CPU主频：2.5GHz
最高睿频：4.9GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-15 20:28:18
1744720102,Intel 酷睿i7 10700KF,2199.0,,,https://2e.zol-img.com.cn/product/221_320x240/404/ceeCusz466YBE.jpg,"适用类型：台式机
CPU系列：酷睿i7 10代系列
CPU主频：3.8GHz
最高睿频：5.1GHz
三级缓存：16MB
插槽类型：LGA 1200
核心数量：八核心
线程数：十六线程",,,2025-04-15 20:28:22
25892820000,Intel 酷睿i9 10980XE,5480.0,6339.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/25892820000.html,https://2c.zol-img.com.cn/product/221_320x240/432/cegPiVdAXCu.jpg,"适用类型：台式机
CPU系列：酷睿i9 10代系列
CPU主频：3GHz
最高睿频：4.6GHz
三级缓存：24.75MB
插槽类型：LGA 2066
核心数量：十八核心
线程数：三十六线程",,200+,2025-04-15 20:28:37
1744720199,Intel 酷睿i9 9900KF,2399.0,,,https://2c.zol-img.com.cn/product/223_320x240/500/cehght1i8XcAM.jpg,"适用类型：台式机
CPU系列：酷睿i9 9代系列
CPU主频：3.6GHz
最高睿频：5GHz
三级缓存：16MB
插槽类型：LGA 1151
核心数量：八核心
线程数：十六线程",,,2025-04-15 20:29:59
13903759499,Intel 酷睿i3 10100F,630.0,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/13903759499.html,https://2b.zol-img.com.cn/product/221_320x240/363/ceiDYJEyX9tek.jpg,"适用类型：台式机
CPU系列：酷睿i3 10代系列
CPU主频：3.6GHz
最高睿频：4.3GHz
三级缓存：6MB
插槽类型：LGA 1200
核心数量：四核心
线程数：八线程",,100+,2025-04-15 20:30:33
100145512952,Intel 酷睿 Ultra 9 285K,4799.0,4799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145512952.html,https://2d.zol-img.com.cn/product/270_320x240/945/ce3PuFiNzSRTI.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 9 200系列
最高睿频：5.7GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1851
核心数量：24核心
线程数：24线程",英特尔京东自营旗舰店,2000+,2025-04-16 12:25:52
100069427196,Intel 酷睿 i5 14600KF,2499.0,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100069427196.html,https://2e.zol-img.com.cn/product/254_320x240/380/ceLe549gUtplc.jpg,"适用类型：台式机
CPU系列：酷睿i5 14代系列
最高睿频：5.3GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1700
核心数量：14核心
线程数：20线程",英特尔京东自营旗舰店,20万+,2025-04-16 12:26:05
10089456109581,Intel 酷睿 i7 14700KF,3299.0,2309.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10089456109581.html,https://2c.zol-img.com.cn/product/254_320x240/366/ceK3nYha9nXTI.jpg,"适用类型：台式机
CPU系列：酷睿i7 14代系列
最高睿频：5.6GHz
CPU主频：暂无数据
三级缓存：33MB
插槽类型：LGA 1700
核心数量：20核心
线程数：28线程",,2万+,2025-04-16 12:26:24
10069968603299,Intel 酷睿 i5 12600KF,1830.0,1119.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069968603299.html,https://2e.zol-img.com.cn/product/222_320x240/880/cei20SM6YrSw.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：3.7GHz
动态加速频率：4.9GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,2万+,2025-04-16 12:26:42
100031035610,Intel 酷睿 i5 12400F,1210.0,839.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100031035610.html,https://2c.zol-img.com.cn/product/220_320x240/648/ceCLWjtv5tp4o.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：2.5GHz
最高睿频：4.4GHz
三级缓存：18MB
插槽类型：LGA 1700
核心数量：暂无数据
线程数：暂无数据",英特尔京东自营旗舰店,20万+,2025-04-16 12:27:01
100044164608,Intel 酷睿 i5 13490F,1599.0,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100044164608.html,https://2b.zol-img.com.cn/product/228_320x240/887/cekQovezuYY4U.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：2.5GHz
最高睿频：4.8GHz
三级缓存：24MB
封装大小：45×37.5mm
核心数量：10核心
线程数：16线程",英特尔京东自营旗舰店,1万+,2025-04-16 12:27:20
10069496172347,Intel 酷睿 i5 13600KF,2600.0,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069496172347.html,https://2e.zol-img.com.cn/product/222_320x240/232/ceLyKiltWI2.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：3.5GHz
最高睿频：5.1GHz
三级缓存：24MB
插槽类型：LGA 1700
核心数量：十四核心
线程数：二十线程",,1000+,2025-04-16 12:27:47
10027670672823,Intel 酷睿 i5 12400,1480.0,1149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027670672823.html,https://2f.zol-img.com.cn/product/222_320x240/881/cekZ8J9cikhRs.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：2.5GHz
最高睿频：4.4GHz
三级缓存：18MB
插槽类型：LGA 1700
核心数量：六核心
线程数：十二线程",,5万+,2025-04-16 12:28:15
100145512952,Intel 酷睿 Ultra 9 285K,4799.0,4799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145512952.html,https://2d.zol-img.com.cn/product/270_320x240/945/ce3PuFiNzSRTI.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 9 200系列
最高睿频：5.7GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1851
核心数量：24核心
线程数：24线程",英特尔京东自营旗舰店,2000+,2025-04-16 13:44:24
100069427196,Intel 酷睿 i5 14600KF,2499.0,1499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100069427196.html,https://2e.zol-img.com.cn/product/254_320x240/380/ceLe549gUtplc.jpg,"适用类型：台式机
CPU系列：酷睿i5 14代系列
最高睿频：5.3GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1700
核心数量：14核心
线程数：20线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:44:35
10089456109581,Intel 酷睿 i7 14700KF,3299.0,2309.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10089456109581.html,https://2c.zol-img.com.cn/product/254_320x240/366/ceK3nYha9nXTI.jpg,"适用类型：台式机
CPU系列：酷睿i7 14代系列
最高睿频：5.6GHz
CPU主频：暂无数据
三级缓存：33MB
插槽类型：LGA 1700
核心数量：20核心
线程数：28线程",,2万+,2025-04-16 13:44:44
10069968603299,Intel 酷睿 i5 12600KF,1830.0,1119.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069968603299.html,https://2e.zol-img.com.cn/product/222_320x240/880/cei20SM6YrSw.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：3.7GHz
动态加速频率：4.9GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,2万+,2025-04-16 13:44:52
100031035610,Intel 酷睿 i5 12400F,1210.0,839.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100031035610.html,https://2c.zol-img.com.cn/product/220_320x240/648/ceCLWjtv5tp4o.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：2.5GHz
最高睿频：4.4GHz
三级缓存：18MB
插槽类型：LGA 1700
核心数量：暂无数据
线程数：暂无数据",英特尔京东自营旗舰店,20万+,2025-04-16 13:45:00
100044164608,Intel 酷睿 i5 13490F,1599.0,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100044164608.html,https://2b.zol-img.com.cn/product/228_320x240/887/cekQovezuYY4U.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：2.5GHz
最高睿频：4.8GHz
三级缓存：24MB
封装大小：45×37.5mm
核心数量：10核心
线程数：16线程",英特尔京东自营旗舰店,1万+,2025-04-16 13:45:08
10069496172347,Intel 酷睿 i5 13600KF,2600.0,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069496172347.html,https://2e.zol-img.com.cn/product/222_320x240/232/ceLyKiltWI2.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：3.5GHz
最高睿频：5.1GHz
三级缓存：24MB
插槽类型：LGA 1700
核心数量：十四核心
线程数：二十线程",,1000+,2025-04-16 13:45:16
10027670672823,Intel 酷睿 i5 12400,1480.0,1149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027670672823.html,https://2f.zol-img.com.cn/product/222_320x240/881/cekZ8J9cikhRs.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：2.5GHz
最高睿频：4.4GHz
三级缓存：18MB
插槽类型：LGA 1700
核心数量：六核心
线程数：十二线程",,5万+,2025-04-16 13:45:23
100070072275,Intel 酷睿 i9 14900K,4999.0,3499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100070072275.html,https://2f.zol-img.com.cn/product/264_320x240/749/ceuNTDIw8dfVc.png,"适用类型：台式机
CPU系列：酷睿i9 14代系列
最高睿频：6GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1700
核心数量：24核心
线程数：32线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:45:33
100070072261,Intel 酷睿 i7 14700K,3499.0,2799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100070072261.html,https://2c.zol-img.com.cn/product/254_320x240/366/ceK3nYha9nXTI.jpg,"适用类型：台式机
CPU系列：酷睿i7 14代系列
CPU主频：2.5GHz
最高睿频：5.6GHz
三级缓存：33MB
插槽类型：LGA 1700
核心数量：20核心
线程数：28线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:45:42
100049450275,Intel 酷睿 i5 13400F,1699.0,989.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100049450275.html,https://2f.zol-img.com.cn/product/226_320x240/861/cerkIgTYOOXmo.jpg,"CPU系列：酷睿i5 13代系列
适用类型：暂无数据
CPU主频：2.5GHz
最高睿频：4.6GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",英特尔京东自营旗舰店,2万+,2025-04-16 13:45:51
10087603489123,Intel 酷睿 i5 14600K,2599.0,1799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10087603489123.html,https://2e.zol-img.com.cn/product/254_320x240/380/ceLe549gUtplc.jpg,"适用类型：台式机
CPU系列：酷睿i5 14代系列
最高睿频：5.3GHz
CPU主频：暂无数据
三级缓存：24MB
插槽类型：LGA 1700
核心数量：14核心
线程数：20线程",,5000+,2025-04-16 13:45:59
10036126341929,Intel 酷睿 i3 12100F,850.0,579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10036126341929.html,https://2f.zol-img.com.cn/product/221_320x240/145/ceJWoexPEVoc.jpg,"适用类型：台式机
CPU系列：酷睿i3 12代系列
CPU主频：3.3GHz
最高睿频：4.3GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：四核心
线程数：八线程",,5万+,2025-04-16 13:46:07
10092136983722,Intel 酷睿i5 9400F,1119.0,354.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10092136983722.html,https://2c.zol-img.com.cn/product/220_320x240/898/ceFftsJaWtghc.jpg,"适用类型：台式机
CPU系列：酷睿i5 9代系列
CPU主频：2.9GHz
最高睿频：4.1GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,200+,2025-04-16 13:46:16
100120799071,Intel 酷睿 Ultra 7 265K,3199.0,2599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100120799071.html,https://2f.zol-img.com.cn/product/270_320x240/947/ceCaRzs9KHNB6.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 7 200系列
最高睿频：5.7GHz
CPU主频：暂无数据
三级缓存：30MB
插槽类型：LGA 1851
核心数量：20核心
线程数：20线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:46:46
10027814686087,Intel 酷睿 i7 12700,2430.0,2149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027814686087.html,https://2c.zol-img.com.cn/product/219_320x240/88/cepwttZzfuICo.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：2.1GHz
最高睿频：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",,5万+,2025-04-16 13:47:05
10039470575696,Intel 酷睿 i5 12600K,1930.0,1579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10039470575696.html,https://2a.zol-img.com.cn/product/220_320x240/558/ce1rWBDSKXtCA.jpg,"适用类型：台式机
CPU系列：酷睿i5 12代系列
CPU主频：3.7GHz
动态加速频率：4.9GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,5万+,2025-04-16 13:47:13
10027803346517,Intel 酷睿 i3 12100,990.0,929.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10027803346517.html,https://2e.zol-img.com.cn/product/221_320x240/144/ceJUKcloJ1Io.jpg,"适用类型：台式机
CPU系列：酷睿i3 12代系列
CPU主频：3.3GHz
最高睿频：4.3GHz
三级缓存：12MB
插槽类型：LGA 1700
核心数量：四核心
线程数：八线程",,5万+,2025-04-16 13:47:32
100006897507,Intel 酷睿i5 10400F,880.0,589.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100006897507.html,https://2e.zol-img.com.cn/product/223_320x240/194/cePwWOhsarBI.jpg,"适用类型：台式机
CPU系列：酷睿i5 10代系列
CPU主频：2.9GHz
最高睿频：4.3GHz
三级缓存：12MB
插槽类型：LGA 1200
核心数量：六核心
线程数：十二线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:48:01
10069496172346,Intel 酷睿 i5 13400,1799.0,999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069496172346.html,https://2d.zol-img.com.cn/product/226_320x240/859/ceTVLKpXS9uI.png,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：2.5GHz
最高睿频：4.6GHz
三级缓存：20MB
插槽类型：LGA 1700
核心数量：十核心
线程数：十六线程",,1000+,2025-04-16 13:48:18
10068925213637,Intel 酷睿 i7 12700KF,2730.0,1509.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068925213637.html,https://2a.zol-img.com.cn/product/219_320x240/80/ceKtCwgbIzwG6.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：3.6GHz
动态加速频率：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",,200+,2025-04-16 13:48:27
10061565047909,Intel 酷睿 i7 13700KF,3700.0,2799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061565047909.html,https://2c.zol-img.com.cn/product/222_320x240/44/cek7FFD5mDM1M.jpg,"适用类型：台式机
CPU系列：酷睿i7 13代系列
CPU主频：3.4GHz
最高睿频：5.4GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,2万+,2025-04-16 13:49:05
10098278509304,Intel 酷睿i5 8400,1689.0,369.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10098278509304.html,https://2e.zol-img.com.cn/product/223_320x240/472/ceYFxSK7YxZuo.jpg,"适用类型：台式机
CPU系列：酷睿i5 8代系列
CPU主频：2.8GHz
最高睿频：4GHz
三级缓存：9MB
插槽类型：LGA 1151
核心数量：六核心
线程数：六线程",,2000+,2025-04-16 13:49:23
10097348857761,Intel 酷睿i7 8700,2859.0,749.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10097348857761.html,https://2c.zol-img.com.cn/product/223_320x240/266/cer4UVWXhQQm.jpg,"适用类型：台式机
CPU系列：酷睿i7 8代系列
CPU主频：3.2GHz
最高睿频：4.6GHz
三级缓存：12MB
插槽类型：LGA 1151
核心数量：六核心
线程数：十二线程",,2000+,2025-04-16 13:49:32
1744782580,Intel 酷睿i7 7700,2898.0,,,https://2c.zol-img.com.cn/product/223_320x240/664/ce12PJpVV98pE.jpg,"适用类型：台式机
CPU系列：酷睿i7 7代系列
CPU主频：3.6GHz
最高睿频：4.2GHz
三级缓存：8MB
插槽类型：LGA 1151
核心数量：四核心
线程数：八线程",,,2025-04-16 13:49:40
100026922744,Intel 酷睿 i7 12700K,2830.0,1899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100026922744.html,https://2d.zol-img.com.cn/product/219_320x240/77/ceQFaiCHa07xE.jpg,"适用类型：台式机
CPU系列：酷睿i7 12代系列
CPU主频：3.6GHz
动态加速频率：4.9GHz
三级缓存：25MB
插槽类型：LGA 1700
核心数量：十二核心
线程数：二十线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:50:00
100069427204,Intel 酷睿 i9 14900KF,4799.0,3199.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100069427204.html,https://2f.zol-img.com.cn/product/264_320x240/749/ceuNTDIw8dfVc.png,"适用类型：台式机
CPU系列：酷睿i9 14代系列
最高睿频：6GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1700
核心数量：24核心
线程数：32线程",英特尔京东自营旗舰店,20万+,2025-04-16 13:50:08
10068712540026,Intel 酷睿 i7 13700K,3900.0,2650.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068712540026.html,https://2a.zol-img.com.cn/product/222_320x240/54/celaDB8FF6rAo.jpg,"适用类型：台式机
CPU系列：酷睿i7 13代系列
CPU主频：3.4GHz
最高睿频：5.4GHz
三级缓存：30MB
插槽类型：LGA 1700
核心数量：十六核心
线程数：二十四线程",,200+,2025-04-16 13:50:28
1744782647,Intel 酷睿i5 7500,1999.0,,,https://2d.zol-img.com.cn/product/263_320x240/123/ce6f5ulJPQlPI.jpg,"适用类型：台式机
CPU系列：酷睿i5 7代系列
CPU主频：3.4GHz
最高睿频：3.4GHz
三级缓存：6MB
插槽类型：LGA 1151
核心数量：四核心
线程数：四线程",,,2025-04-16 13:50:47
10069496172347,Intel 酷睿 i5 13600KF,2600.0,1299.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10069496172347.html,https://2e.zol-img.com.cn/product/222_320x240/232/ceLyKiltWI2.jpg,"适用类型：台式机
CPU系列：酷睿i5 13代系列
CPU主频：3.5GHz
最高睿频：5.1GHz
三级缓存：24MB
插槽类型：LGA 1700
核心数量：十四核心
线程数：二十线程",,0,2025-04-24 14:26:09
100145512952,Intel 酷睿 Ultra 9 285K,4799.0,4799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100145512952.html,https://2d.zol-img.com.cn/product/270_320x240/945/ce3PuFiNzSRTI.jpg,"适用类型：台式机
CPU系列：酷睿 Ultra 9 200系列
最高睿频：5.7GHz
CPU主频：暂无数据
三级缓存：36MB
插槽类型：LGA 1851
核心数量：24核心
线程数：24线程",英特尔京东自营旗舰店,2000+,2025-04-24 14:31:59
100147630258,AMD Ryzen 7 9800X3D,3799.0,3999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100147630258.html,https://2e.zol-img.com.cn/product/270_320x240/154/ceUXdJKblVKvc.jpg,"适用类型：台式机
CPU系列：AMD Ryzen 7 9000系列
CPU主频：4.7GHz
动态加速频率：5.2GHz
三级缓存：96MB
插槽类型：Socket AM5
核心数量：8核心
线程数：16线程",AMD京东自营旗舰店,2万+,2025-04-24 14:32:07
