标题,参考价,京东价,京东链接,产品图片,产品参数
三段式地狱幽灵AS1000,799,,,https://2b.zol-img.com.cn/product/217_320x240/593/ce8w4lvxbMgg.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：1000W
最大功率：暂无数据
硬盘接口：2个
主板接口：暂无数据
PFC类型：暂无数据
转换效率：暂无数据"
航嘉MX750P,799,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10089364819724.html,https://2a.zol-img.com.cn/product/262_320x240/940/ce6PTTGJn2rvE.jpg,"电源类型：台式机电源
出线类型：暂无数据
额定功率：750W
最大功率：暂无数据
主板接口：20+4 pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
骨伽LLC750,799,,,https://2f.zol-img.com.cn/product/198_320x240/57/cehOiOrUMFQQ.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：暂无数据
转换效率：暂无数据"
海韵FOCUS GX-650,799,,,https://2d.zol-img.com.cn/product/223_320x240/497/ceAa98zp0I7fo.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：10个
PFC类型：主动式
转换效率：92％"
EVGA GM650,799,,,https://2b.zol-img.com.cn/product/199_320x240/925/ceUKqU6iRCv4.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：暂无数据
硬盘接口：暂无数据
PFC类型：主动式
转换效率：>90%"
华硕ATS 850W（ASUS-ATS-850G）,799,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100151107735.html,https://2b.zol-img.com.cn/product/271_320x240/783/ceYDG30qUSuTo.jpg,"电源类型：标准电源（atx）
出线类型：模组电源
额定功率：850W
最大功率：850W
主板接口：20+4pin
硬盘接口：3个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
华硕PRIME 750W 金牌,799,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100065205175.html,https://2f.zol-img.com.cn/product/271_320x240/883/ce7XNZ0CPqmE.jpg,"电源类型：标准电源（atx）
出线类型：模组电源
额定功率：750W
最大功率：750W
主板接口：20+4pin
硬盘接口：5个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
航嘉FX850G勃朗宁,799,978.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10113466534130.html,https://2d.zol-img.com.cn/product/250_320x240/665/ce6INa0brKSg2.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：7个
PFC类型：主动式
转换效率：暂无数据"
鑫谷PQ 850M,799,498.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100103016274.html,https://2c.zol-img.com.cn/product/253_320x240/112/ceioV1Rq80qJQ.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：暂无数据
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：暂无数据
PFC类型：主动式
转换效率：92.3％"
微星MPG A750GF,799,559.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10104650442652.html,https://2d.zol-img.com.cn/product/253_320x240/199/cebB93d9mlsUs.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：750W
最大功率：暂无数据
硬盘接口：8个
主板接口：暂无数据
PFC类型：主动式
转换效率：90％"
三段式刺客VIP1000,799,,,https://2a.zol-img.com.cn/product/225_320x240/860/ceUbYDi2y18Us.jpg,"电源类型：台式机电源
出线类型：暂无数据
额定功率：800W
最大功率：暂无数据
主板接口：暂无数据
硬盘接口：暂无数据
PFC类型：暂无数据
转换效率：暂无数据"
曼巴幽灵AS1200,799,,,https://2c.zol-img.com.cn/product/225_320x240/24/ceAT78piQYCPk.jpg,"电源类型：台式机电源
出线类型：暂无数据
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：6个
转换效率：92%
PFC类型：暂无数据"
Fractal Design ION+560W,799,,,https://2f.zol-img.com.cn/product/208_320x240/199/ce99VwZAvyzQ.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：560W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
PFC类型：主动式
转换效率：暂无数据"
EVGA 650W G5,799,,,https://2e.zol-img.com.cn/product/208_320x240/862/ceNqadbVYyWPY.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：24pin
硬盘接口：6个
PFC类型：主动式
转换效率：暂无数据"
航嘉WD850Evo炫金战神,799,459.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10140141205772.html,https://2a.zol-img.com.cn/product/271_320x240/574/ceb9iZ2pE46.jpg,"电源类型：台式机电源，游戏电源
出线类型：非模组化
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式
转换效率：92.19%"
Tt TR2 RX 850W,799,,,https://2a.zol-img.com.cn/product/87_320x240/192/ceIqB50BFagLg.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：7个
PFC类型：主动式
转换效率：暂无数据"
长城泱泱华夏 唐-1200W,799,779.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10095020249178.html,https://2f.zol-img.com.cn/product/265_320x240/979/cesk9VK0rPoT2.jpg,"电源类型：台式机电源，标准电源（atx）
出线类型：全模组电源
额定功率：1200W
最大功率：暂无数据
主板接口：24pin
硬盘接口：12个
PFC类型：主动式
转换效率：暂无数据"
三段式地狱军团750,799,,,https://2a.zol-img.com.cn/product/200_320x240/324/ceYSLAmAH9GIs.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：650W
最大功率：暂无数据
硬盘接口：2个
主板接口：暂无数据
PFC类型：主动式PFC
转换效率：暂无数据"
骨伽GEX850,799,,,https://2a.zol-img.com.cn/product/208_320x240/356/ceEHxXtjJdsk.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：91.37%"
海盗船CX750F RGB,799,,,https://2b.zol-img.com.cn/product/208_320x240/249/cedBpxOSxzocg.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：750W
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据"
海盗船SF450铂金,799,,,https://2e.zol-img.com.cn/product/196_320x240/76/ceOlLjoWfA5w.jpg,"电源类型：台式机电源，游戏电源，小机箱电源
出线类型：模组电源
额定功率：450W
最大功率：暂无数据
主板接口：24pin
硬盘接口：4个
PFC类型：暂无数据
转换效率：暂无数据"
微星MPG A850GF,800,,,https://2c.zol-img.com.cn/product/253_320x240/210/cewNxQUe83VEc.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：85W
最大功率：暂无数据
硬盘接口：8个
主板接口：暂无数据
PFC类型：主动式
转换效率：90％"
Phanteks AMP GH 850W,804,729.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10083360011936.html,https://2d.zol-img.com.cn/product/259_320x240/259/cemScmC572XAE.png,"电源类型：游戏电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：24pin
硬盘接口：10个
PFC类型：主动式
转换效率：暂无数据"
九州风神PQ850,809,519.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10110205479303.html,https://2c.zol-img.com.cn/product/253_320x240/360/cellrVRyIFKdU.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
Phanteks AMP 850W,809,729.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10101498331275.html,https://2a.zol-img.com.cn/product/265_320x240/800/cewsZS06qI8jo.jpg,"电源类型：台式机电源，标准电源（atx）
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
PFC类型：主动式
转换效率：暂无数据"
九州风神DQ1000 V3,819,,,https://2b.zol-img.com.cn/product/253_320x240/33/ceoqLMs1uIWmY.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：1000W
最大功率：暂无数据
主板接口：暂无数据
硬盘接口：暂无数据
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
msi微星MAG A1000GL PCIE5,819,829.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100098672118.html,https://2f.zol-img.com.cn/product/271_320x240/687/ceC5ZQ2Mv9wjw.jpg,"电源类型：台式机电源，标准电源（atx）
出线类型：全模组电源
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：12个
PFC类型：主动式
转换效率：暂无数据"
长城TF750,819,759.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10088188621851.html,https://2b.zol-img.com.cn/product/252_320x240/519/ceApI96OQMKt6.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据"
全汉Hydro MX1000,819,,,https://2a.zol-img.com.cn/product/214_320x240/344/ce53PKypPL9w.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：9个
PFC类型：主动式
转换效率：88%"
华硕TUF-GAMING-1200G,823,1799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100047184472.html,https://2b.zol-img.com.cn/product/253_320x240/159/ce73jTXEzRskw.jpg,"电源类型：台式机电源
出线类型：非模组化
额定功率：1200W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：12个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
安钛克Titan 1200,829,829.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100123312908.html,https://2a.zol-img.com.cn/product/268_320x240/314/ceeSIiuTwveU.jpg,"电源类型：标准电源（atx）
出线类型：全模组电源
额定功率：1200W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据"
艾湃电竞SFX-650M,829,615.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100024855119.html,https://2c.zol-img.com.cn/product/252_320x240/896/cebSlq2TydcTU.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：650W
最大功率：900W
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
华硕ROG-STRIX-550G,829,,,https://2f.zol-img.com.cn/product/208_320x240/797/ceKofZBIinals.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：550W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据"
全汉FSP500-50FDB,830,830.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10122135456098.html,https://2f.zol-img.com.cn/product/271_320x240/249/ceFBJXOGjtTw.png,"电源类型：服务器电源
出线类型：全模组化
额定功率：500W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
转换效率：90%
PFC类型：暂无数据"
Phanteks AMP 750W,834,629.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10101498331277.html,https://2a.zol-img.com.cn/product/265_320x240/776/ceIujFMqibQ3o.jpg,"电源类型：台式机电源，标准电源（atx）
出线类型：全模组电源
额定功率：750W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
PFC类型：主动式
转换效率：暂无数据"
全汉Hydro G Pro750,839,,,https://2f.zol-img.com.cn/product/205_320x240/413/ceFUV0TCFio.jpg,"电源类型：台式机电源，游戏电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：10个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
海韵FOCUS+600FX,839,,,https://2e.zol-img.com.cn/product/187_320x240/92/ceUH6Z6Us5x1A.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：600W
最大功率：暂无数据
主板接口：暂无数据
硬盘接口：暂无数据
PFC类型：主动式
转换效率：暂无数据"
长城G11,839,999.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10031494718558.html,https://2c.zol-img.com.cn/product/252_320x240/364/ceaSHPt55TK6k.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：1100W
最大功率：暂无数据
主板接口：24pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
全汉MS650G,839,,,https://2b.zol-img.com.cn/product/209_320x240/277/ceNsBSoR3ZalM.jpg,"电源类型：小机箱电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：24pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
海盗船CX850,839,,,https://2b.zol-img.com.cn/product/197_320x240/121/cea0BOgrgvg8k.jpg,"电源类型：台式机电源
出线类型：半模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：1个
转换效率：85%
PFC类型：暂无数据"
先马XF1000,839,595.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10075132020079.html,https://2a.zol-img.com.cn/product/252_320x240/406/ceFtv4KJOwcaA.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1000W
最大功率：暂无数据
硬盘接口：8个
主板接口：暂无数据
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
全汉SDA2-650,839,,,https://2d.zol-img.com.cn/product/252_320x240/535/ceEzr7jtpLuAA.jpg,"出线类型：全模组化
电源类型：暂无数据
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：5个
PFC类型：主动式
转换效率：暂无数据"
首席玩家六边形战士 SFX750W,839,,,https://2c.zol-img.com.cn/product/215_320x240/396/ceadMTROItZDU.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：92.3%"
振华LEADEX G750,839,,,https://2e.zol-img.com.cn/product/223_320x240/744/cehdxAJdgxsU.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：800W
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式
转换效率：90%"
长城GX850W 白色限量版,839,539.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10041970560177.html,https://2a.zol-img.com.cn/product/229_320x240/410/ceCps7RwhqCxA.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：24pin
硬盘接口：9个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
EVGA 750 GA,849,,,https://2e.zol-img.com.cn/product/207_320x240/546/ceNxY9mbrxNk.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：24pin
硬盘接口：9个
PFC类型：主动式
转换效率：暂无数据"
微星MAG A850GL PCIE5,849,579.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10080201020177.html,https://2a.zol-img.com.cn/product/248_320x240/256/ceQzrGkbhTqY6.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：24pin
硬盘接口：8个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
九州风神DQ 1000 V3版,849,,,https://2c.zol-img.com.cn/product/253_320x240/956/celXgNcSt53c.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1000W
最大功率：暂无数据
主板接口：20+4 pin
硬盘接口：暂无数据
PFC类型：主动式
转换效率：90％"
美商海盗船rps0158 rm850e 额定850w,849,,,https://2c.zol-img.com.cn/product/229_320x240/198/cePtpPyRA5IUk.jpg,"电源类型：atx 电源
出线类型：全模组化
额定功率：1000W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
转换效率：金牌（90%）
PFC类型：暂无数据"
Tt 钢影Toughpower GF A3 1050W,849,949.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10100666128403.html,https://2b.zol-img.com.cn/product/259_320x240/703/ceowist7hX8qQ.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1050W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
PFC类型：主动式
转换效率：暂无数据"
Tt TTP-0850AH2FLG,849,,,https://2d.zol-img.com.cn/product/257_320x240/369/ce7wuBMJQzlMM.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：24pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
首席玩家PS-1300DK,849,,,https://2c.zol-img.com.cn/product/225_320x240/420/ceDPTo0mUyEZI.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：1300W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：3个
PFC类型：主动式
转换效率：80%"
EVGA 850 G3,849,,,https://2b.zol-img.com.cn/product/196_320x240/601/ceRrPODrEnxNU.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
转换效率：>90%
PFC类型：暂无数据"
海韵FOCUS+750FX,849,,,https://2c.zol-img.com.cn/product/187_320x240/270/ceNXssv2LbyPM.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：暂无数据
硬盘接口：暂无数据
PFC类型：主动式
转换效率：暂无数据"
九州风神PX850G-WH,849,,,https://2c.zol-img.com.cn/product/259_320x240/572/ce5mgxvMuwzk.png,"电源类型：台式机电源
出线类型：全模组化
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：2个
PFC类型：主动式
转换效率：≥90%"
首席玩家SFX850W,849,,,https://2c.zol-img.com.cn/product/259_320x240/900/ceRQoPR9MYL2o.png,"电源类型：台式机电源
出线类型：全模组化
额定功率：850W
最大功率：暂无数据
主板接口：20+4 pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据"
爱国者ES1000 ATX3.0,849,749.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10086141555445.html,https://2e.zol-img.com.cn/product/252_320x240/476/ceQjCfylytoo.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：1000W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
艾湃电竞KR750,849,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10095605384494.html,https://2d.zol-img.com.cn/product/252_320x240/921/ceMGLpPZwyGgY.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：750W
最大功率：950W
主板接口：20+4pin
硬盘接口：8个
PFC类型：暂无数据
转换效率：暂无数据"
EVGA 750 G+,849,,,https://2e.zol-img.com.cn/product/199_320x240/138/cewo3BR1lmU2.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：暂无数据
硬盘接口：暂无数据
转换效率：>90%
PFC类型：暂无数据"
超频三战锤KN1000,849,849.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100193799384.html,https://2f.zol-img.com.cn/product/271_320x240/63/ce9KloBXzG1uI.jpg,"电源类型：标准电源（atx）
出线类型：模组电源
额定功率：1000W
最大功率：1000W
主板接口：20+4pin
硬盘接口：9个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
海盗船RM750e,849,729.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070739732037.html,https://2b.zol-img.com.cn/product/253_320x240/71/ceqKZDsUEEgsQ.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：暂无数据
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
艾湃电竞KR-750M,849,765.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100066562817.html,https://2d.zol-img.com.cn/product/253_320x240/301/ceVqaCdtLevwI.jpg,"电源类型：小型电源（sfx）
出线类型：全模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：92%"
艾湃电竞KR-850M,849,,,https://2d.zol-img.com.cn/product/253_320x240/337/cexer9HsuAH5Q.jpg,"电源类型：小型电源（sfx）
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：92%"
华硕ROG-STRIX-650G,849,,,https://2e.zol-img.com.cn/product/208_320x240/766/ce8NMJzginyDg.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：暂无数据"
酷冷至尊V750 Gold,849,,,https://2b.zol-img.com.cn/product/208_320x240/313/ceErXdcvNtOsg.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：24pin
硬盘接口：12个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
航嘉MVP K850（白色版）,859,789.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10106857020687.html,https://2b.zol-img.com.cn/product/229_320x240/195/ceIbg5fF24i8k.png,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
航嘉MVP K850X,859,759.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10071764165802.html,https://2f.zol-img.com.cn/product/221_320x240/933/ce2gpuawjYRQ.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：10个
PFC类型：主动式
转换效率：暂无数据"
航嘉MVP K850雪域雄狮(ATX 3.1),859,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10073150978316.html,https://2f.zol-img.com.cn/product/269_320x240/105/ceym7VbwI3iY.jpg,"电源类型：台式机电源，标准电源（atx），游戏....>>
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
航嘉MVP K850(ATX 3.1),859,759.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10073150978319.html,https://2e.zol-img.com.cn/product/269_320x240/140/cerd6CFBT2Xjo.jpg,"电源类型：台式机电源，标准电源（atx），游戏....>>
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：4个
PFC类型：主动式
转换效率：暂无数据"
艾湃电竞GTR 850MW ATX3.0,859,695.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100051247095.html,https://2a.zol-img.com.cn/product/233_320x240/622/cexGxqB24buA.jpg,"电源类型：台式机电源
出线类型：全模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
鑫谷GM 1250W,859,759.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100025047358.html,https://2c.zol-img.com.cn/product/253_320x240/186/ce1ph3YK8rCg.jpg,"电源类型：台式机电源
出线类型：全模组化
额定功率：1250W
最大功率：暂无数据
主板接口：20+4 pin
硬盘接口：12个
PFC类型：主动式
转换效率：93.13％"
鑫谷昆仑KL-650W,869,,,https://2c.zol-img.com.cn/product/191_320x240/212/ceHXHSrNkPHUU.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：650W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式
转换效率：暂无数据"
技嘉战圣II P850GM,869,,,https://2e.zol-img.com.cn/product/209_320x240/276/cehXP536Mf12.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：90%"
技嘉UD750GM PG5,869,799.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10102257752099.html,https://2f.zol-img.com.cn/product/270_320x240/507/cexdJeqZQcyzU.jpg,"电源类型：台式机电源，标准电源（atx）
出线类型：全模组电源
额定功率：750W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
振华怒蝶625W（SF-625P12RA）,869,869.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20120307006&to=http://item.jd.com/1608413408.html,https://2c.zol-img.com.cn/product/132_320x240/260/ceIuGtRoAXRvE.jpg,"电源类型：台式机电源
出线类型：非模组电源
额定功率：625W
最大功率：650W
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式
转换效率：80%"
台达科技MP850 压纹线,869,869.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100149702675.html,https://2f.zol-img.com.cn/product/269_320x240/455/cenhq56YX3u2.jpg,"电源类型：标准电源（atx）
出线类型：模组电源
额定功率：850W
最大功率：850W
主板接口：20+4pin
硬盘接口：8个
PFC类型：主动式（功率因数为0.98）
转换效率：暂无数据"
海盗船TX750M,869,,,https://2a.zol-img.com.cn/product/130_320x240/368/celzfrYRT5v8w.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
硬盘接口：8个
主板接口：暂无数据
PFC类型：暂无数据
转换效率：暂无数据"
EVGA 750 G3,879,,,https://2f.zol-img.com.cn/product/196_320x240/515/ceN2rDVLaXZc.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：750W
最大功率：暂无数据
主板接口：24pin
硬盘接口：暂无数据
转换效率：>90%
PFC类型：暂无数据"
全汉Hydro G HG850,879,,,https://2f.zol-img.com.cn/product/171_320x240/205/ce1rcz4kFRwv.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：12个
PFC类型：主动式（功率因数为0.98）
转换效率：>90%"
酷冷至尊龙影模组M2 720W（RS-720-SPM2）,879,,,https://2d.zol-img.com.cn/product/88_320x240/793/ceZRweRPcS1oc.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：720W
最大功率：865W
主板接口：20+4pin
硬盘接口：9个
PFC类型：主动式
转换效率：87%"
振华LEADEX III HG 850W,879,969.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100008302460.html,https://2e.zol-img.com.cn/product/208_320x240/474/cepi6NE8yhW9c.jpg,"电源类型：台式机电源
出线类型：模组电源
额定功率：850W
最大功率：暂无数据
主板接口：20+4pin
硬盘接口：6个
PFC类型：主动式
转换效率：92%"
